Key,brazilian
ulmResourceMinibikeWheel,"Roda de Minibike"
ulmResourceMinibikeWheelDesc,"Roda de Minibike comum"
ulmResourceMinibikeWheelBlueprint,"Diagrama de Roda de Minibike"
ulmResourceMinibikeWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Roda de Minibike[-]."
ulmResourceMotorcycleRepairKit,"Kit de Reparo da Motocicleta"
ulmResourceMotorcycleRepairKitDesc,"Contém todas as peças necessárias para restaurar uma Motocicleta em condições de trabalho."
ulmResourceMotorcycleRepairKitBlueprint,"Diagrama de Kit de Reparo da Motocicleta"
ulmResourceMotorcycleRepairKitBlueprintDesc,"Instruções sobre como fazer um [decea3] Kit de Reparo da Motocicleta[-]."
ulmResourceMotorcycleWheel,"Roda de motocicleta"
ulmResourceMotorcycleWheelDesc,"Uma roda de motocicleta comum"
ulmResourceMotorcycleWheelBlueprint,"Diagrama de Rodas de motocicleta"
ulmResourceMotorcycleWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Rodas de Motocicleta[-]."
ulmResourceNutsAndBolts,"Porcas e parafusos"
ulmResourceNutsAndBoltsDesc,"Porcas, parafusos e arruelas de vários tamanhos."
ulmResourceOreCopper,"Minério de Cobre"
ulmResourceOreCopperDesc,"Um pedaço de [decea3]Minério de Cobre[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Cobre[-]."
ulmResourceOreIron,"Minério de Ferro"
ulmResourceOreIronDesc,"Um pedaço de [decea3]Minério de Ferro[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Ferro[-]."
ulmResourceOreLead,"Minério de Chumbo"
ulmResourceOreLeadDesc,"Um pedaço de [decea3]Minério de Chumbo[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Chumbo[-]."
ulmResourceOrePotassiumNitrate,"Minério de Salitre"
ulmResourceOrePotassiumNitrateDesc,"Um pedaço de minério rico em [decea3]Nitrato de Potássio[-]. Não muito útil em seu estado bruto, use [decea3]Pilão de pedra[-] para produzir [decea3]Pó de Nitrato de Potássio[-]."
ulmResourceOreStone,"Pedra Grande"
ulmResourceOreStoneDesc,"Uma pedra grande, usada para fazer vários itens básicos e essenciais."
ulmResourceOreSulfur,"Minério de Enxofre"
ulmResourceOreSulfurDesc,"Pode ser encontrado em pequenas quantidades em veios de [decea3]Minério de Salitre[-] e deve ser processado posteriormente no [decea3]Pilão de pedra[-] para obter [decea3]Enxofre em Pó[-], um dos ingredientes da pólvora."
ulmResourceOreTitanium,"Minério de Titânio"
ulmResourceOreTitaniumDesc,"Um pedaço de [decea3]Minério de titânio[-]. Não é muito útil em seu estado bruto, primeiro você tem que refiná-lo na fornalha derretendo-o e solidificando-o em um [decea3]Lingote de Titânio[-]."
ulmResourceOreZinc,"Minério de Zinco"
ulmResourceOreZincDesc,"Um pedaço de [decea3]Minério de Zinco[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Zinco[-]."
ulmResourcePartsSMG,"Peças de SMG"
ulmResourcePartsSMGDesc,"Alguns pedaços do que já foi um SMG."
ulmResourcePlank,"Tábua"
ulmResourcePlankDesc,"Usado na maioria das receitas de artesanato relacionadas à marcenaria. Pode ser trabalhada de forma mais eficiente na bancada com uma serra circular."
ulmResourcePoliceLights,"Luzes da polícia"
ulmResourcePoliceLightsDesc,"Você pode atualizar carros de polícia com eles"
ulmResourcePrimitiveRepairKit,"Kit de Reparo do Sobrevivente"
ulmResourcePrimitiveRepairKitDesc,"Nada que um pedaço de pedra, uns galhos e uma corda não podem fazer para reparar as ferramentas e armas mais básicas."
ulmResourceRebarIron,"Vergalhão de Ferro"
ulmResourceRebarIronDesc,"Utilizado na construção de armações de vergalhões e barras de ferro. Tem outras aplicações também."
ulmResourceRebarSteel,"Vergalhão de Aço"
ulmResourceRebarSteelDesc,"Usado na construção de barras de aço."
ulmResourceRebarTitanium,"Vergalhão de Titânio"
ulmResourceRebarTitaniumDesc,"Usado na construção de itens e blocos avançados"
ulmResourceResearch,"Dados de Pesquisa"
ulmResourceResearchDesc,"Uma coleção de dados de pesquisa valiosos. Quando dados suficientes são coletados, é possível pesquisar novos projetos na mesa de pesquisa."
ulmResourceResin,"Resina"
ulmResourceResinDesc,"Substância altamente viscosa, que pode ser colhida de árvores. Muitas vezes misturas de compostos orgânicos. Muitas plantas, principalmente as lenhosas, produzem resina quando machucadas."
ulmResourceRope,"Corda"
ulmResourceRopeDesc,"Pedaços de fibra torcidos ou trançados para formar uma corda, muito mais forte do que a fibra por si só."
ulmResourceScrapCopper,"Sucata de Cobre"
ulmResourceScrapCopperDesc,"Usado principalmente na fabricação de tubos e fios de cobre."
ulmResourceScrapLeather,"Retalhos de Couro"
ulmResourceScrapLeatherDesc,"Usado para remendar armaduras de couro. Repara [decea3]50[-] de durabilidade."
ulmResourceScrapOrganic,"Lixo Orgânico"
ulmResourceScrapOrganicDesc,"Uma substância mista de matéria orgânica que é usada para criar fertilizante para cultivar o solo."
ulmResourceScrapPlank,"Tábua quebrada"
ulmResourceScrapPlankDesc,"Um pedaço quebrado de uma tábua. Se você encontrar peças semelhantes, talvez seja possível restaurá-las com cola."
ulmResourceScrapRubber,"Restos de Borracha"
ulmResourceScrapRubberDesc,"Restos de Borracha podem ser usados na elaboração de rodas de borracha e outros componentes"
ulmResourceScrapSteel,"Sucata de Aço"
ulmResourceScrapSteelDesc,"Uma coleção de várias placas, perfis e painéis de aço recuperados. Obtido por sucata de itens, que em sua maioria consistem em aço como material base."
ulmResourceScrapTitanium,"Sucata de Titânio"
ulmResourceScrapTitaniumDesc,"Usado na construção de ligas à base de titânio."
ulmResourceScrapWires,"Restos de Fio"
ulmResourceScrapWiresDesc,"A maioria dos eletrônicos depende de alguma forma de fiação elétrica para que a eletricidade se mova de um componente para outro."
ulmResourceScrapWood,"Lascas de madeira"
ulmResourceScrapWoodDesc,"Pedaços de madeira de pequeno a médio porte formados pelo corte ou lascamento de pedaços maiores de madeira, como árvores, galhos, tocos, raízes, etc."
ulmResourceStonePowder,"Pó de Pedra"
ulmResourceStonePowderDesc,"Finalmente um pó de pedra"
ulmResourceSulfurPowder,"Enxofre em Pó"
ulmResourceSulfurPowderDesc,"Principalmente feito por sucata de minério de enxofre, e é usado para fazer pólvora."
ulmResourceTreeRepairKit,"Kit de Reparo de Árvores"
ulmResourceTreeRepairKitDesc,"O material essencial para reparar a maioria das árvores"
ulmResourceTruckRepairKit,"Kit de Reparo de Caminhão"
ulmResourceTruckRepairKitDesc,"Contém todas as peças necessárias para restaurar um caminhão em condições de trabalho"
ulmResourceTruckRepairKitBlueprint,"Diagrama de Kit de Reparo de Caminhão"
ulmResourceTruckRepairKitBlueprintDesc,"Instruções sobre como fazer um [decea3]Kit de Reparo de Caminhão[-]."
ulmResourceTruckWheel,"Roda de caminhão"
ulmResourceTruckWheelDesc,"Roda de caminhão comum"
ulmResourceTruckWheelBlueprint,"Diagrama de Roda de caminhão"
ulmResourceTruckWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Roda de caminhão[-]."
ulmResourceLumber,"Troncos"
ulmResourceLumberDesc,"Pode ser processado em outros recursos, como tábua, lenha, etc."
ulmBookSniperRifles,"Rifles de precisão"
ulmBookSniperRiflesDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Rifles de precisão[-] em [decea3]1[-]."
ulmBookArchery,"Arcos e Bestas"
ulmBookArcheryDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Arcos e Bestas[-] em [decea3]1[-]."
ulmBookSpears,"Lanças"
ulmBookSpearsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Lanças[-] em [decea3]1[-]."
ulmBookLockPicking,"Manual do Chaveiro"
ulmBookLockPickingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Arrombamento de fechaduras[-] em [decea3]1[-]."
ulmBookLooting,"Saque"
ulmBookLootingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Saque[-] em [decea3]1[-]."
ulmBookButcher,"Esfolar Animais"
ulmBookButcherDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Esfolar Animais[-] em [decea3]1[-]."
ulmBookAssaultRifles,"Metralhadoras"
ulmBookAssaultRiflesDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Metralhadoras[-] em [decea3]1[-]."
ulmBookClubs,"Porretes"
ulmBookClubsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Porretes[-] em [decea3]1[-]."
ulmBookSledgehammers,"Marretas"
ulmBookSledgehammersDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Marretas[-] em [decea3]1[-]."
ulmBookAxes,"Marcenaria Aplicada"
ulmBookAxesDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Cortar Madeira[-] em [decea3]1[-]."
ulmBookShovels,"Manual Prático de Escavação"
ulmBookShovelsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Escavação[-] em [decea3]1[-]."
ulmBookMining,"Mineração Sustentável"
ulmBookMiningDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Mineração[-] em [decea3]1[-]."
ulmBookShotguns,"Espingardas"
ulmBookShotgunsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Espingardas[-] em [decea3]1[-]."
ulmBookBrawler,"Soco Inglês"
ulmBookBrawlerDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Soco Inglês[-] em [decea3]1[-]."
ulmBookResistHeat,"Aguentando o calor"
ulmBookResistHeatDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Resistência ao calor[-] em [decea3]1[-]."
ulmBookResistCold,"Aguentando o frio"
ulmBookResistColdDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Resistência ao frio[-] em [decea3]1[-]."
ulmBookResistPain,"Aguentando dores fortes"
ulmBookResistPainDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Resistência à dor[-] em [decea3]1[-]."
ulmBookHealing,"Ferimentos e Patologias"
ulmBookHealingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Cura[-] em [decea3]1[-]."
ulmBookHandguns,"Pistolas"
ulmBookHandgunsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Pistolas[-] em [decea3]1[-]."
ulmBookBlades,"Facas e espadas"
ulmBookBladesDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Facas e espadas[-] em [decea3]1[-]."
ulmBookAthletics,"Atletismo"
ulmBookAthleticsDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Atletismo[-] em [decea3]1[-]."
ulmBookSneaking,"Esgueirar-se"
ulmBookSneakingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Esgueirar-se[-] em [decea3]1[-]."
ulmBookAssasin,"Assassino"
ulmBookAssasinDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Assassino[-] em [decea3]1[-]."
ulmBookSubmachineGuns,"Submetralhadoras"
ulmBookSubmachineGunsDesc,"Reading this skill book will increase your level in [decea3]Submetralhadoras[-] action skill by [decea3]1[-]."
ulmBookShockers,"Armas de bastão"
ulmBookShockersDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Armas de bastão[-] em [decea3]1[-]."
ulmBookTrading,"Segredos de Negociação"
ulmBookTradingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Negociação[-] em [decea3]1[-]."
ulmBookQuesting,"Buscas & Jornadas"
ulmBookQuestingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Jornada[-] em [decea3]1[-]."
ulmBookSalvaging,"Manual Prático do Ferramenteiro"
ulmBookSalvagingDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Ferramentas Manuais[-] em [decea3]1[-]."
ulmBookStrength,"Anatomia da Musculação"
ulmBookStrengthDesc,"Ler este livro de habilidades aumentará seu nível de [decea3]Levantamento de peso[-] em [decea3]1[-]."
ulmToolBerserkerDrill,"Broca Valquíria"
ulmToolBerserkerDrillDesc,"[decea3]+200%[-] mais dano ao minério, asfalto e [decea3]+120%[-] mais dano à terra."
ulmToolBerserkerDrillBlueprint,"Diagrama de Broca Valquíria"
ulmToolBerserkerDrillBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmToolBoneSaw,"Serra de Ossos"
ulmToolBoneSawDesc,"Uma serra de osso bruta projetada para cortar carcaças de animais em partes menores."
ulmMeleeAxeCarpenters,"Machado de carpinteiro"
ulmMeleeAxeCarpentersDesc,"[decea3]+200%[-] mais dano às árvores."
ulmToolFryingPan,"Frigideira"
ulmToolFryingPanDesc,"Uma frigideira velha. Bastante pesado e desequilibrado para ser usado como arma, mas se for a única coisa disponível, pode salvar sua vida."
ulmToolHammerWood,"Martelo de madeira"
ulmToolHammerWoodDesc,"O martelo de madeira mais básico para trabalhos de carpintaria. Pode ser usado para reparar ou atualizar blocos."
ulmToolJackhammer,"Britadeira"
ulmToolJackhammerDesc,"[decea3]+200%[-] mais dano ao minério e asfalto. Aponte-o para pedras ou concreto e mantenha-o firme para esmagá-los em segundos!"
ulmToolJackhammerBlueprint,"Diagrama de Britadeira"
ulmToolJackhammerBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmToolMoldBrick,"Molde de tijolo"
ulmToolMoldBrickDesc,"Molde para moldar argila em tijolos."
ulmToolMoldGlass,"Molde de Placa"
ulmToolMoldGlassDesc,"Molde no qual areia líquida, vidro ou metal se solidificam em placas sólidas."
ulmToolMoldIngot,"Molde de lingote"
ulmToolMoldIngotDesc,"Molde no qual os metais líquidos se solidificam em lingotes."
ulmToolPickaxeIceBreaker,"Pá/Picareta Quebra-Gelo"
ulmToolPickaxeIceBreakerDesc,"[decea3]+100%[-] mais dano ao minério e asfalto. Normalmente esta ferramenta é usada para quebrar gelo, mas supostamente também poderia ser usada para minerar algumas rochas ou minérios."
ulmToolPickaxeScrapIron,"Picareta de sucata"
ulmToolPickaxeScrapIronDesc,"[decea3]+100%[-] mais dano ao minério e asfalto. Peça de ferro de forma grosseira com uma ponta pontiaguda semelhante a uma picareta com durabilidade questionável."
ulmToolPickaxeStone,"Picareta de Pedra"
ulmToolPickaxeStoneDesc,"[decea3]+100%[-] mais dano ao minério e asfalto. Pode parecer ilógico bater pedra contra pedra, mas com força bruta e sorte, você pode extrair algumas rochas com esta ferramenta de mineração muito primitiva."
ulmToolPickaxeTitanium,"Picareta de Titânio"
ulmToolPickaxeTitaniumDesc,"[decea3]+100%[-] mais dano ao minério e asfalto. Feito de metal de titânio muito resistente, usado principalmente para minerar rochas ou minério."
ulmToolPickaxeTitaniumBlueprint,"Diagrama de Picareta de Titânio"
ulmToolPickaxeTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmToolSaw,"Serra"
ulmToolSawDesc,"Ele mal pode cortar madeira, mas ainda pode ser útil."
ulmToolShovelScrapIron,"Pá de sucata"
ulmToolShovelScrapIronDesc,"Montado a partir de vários pedaços de sucata de ferro. Deve ter um desempenho melhor do que um pedaço de rocha amarrado a uma vara com alguma corda."
ulmToolShovelTitanium,"Pá de Titânio"
ulmToolShovelTitaniumDesc,"Ferramenta mais luxuosa para cavar terra, areia ou neve."
ulmQualityUnlocksGroupDesc,"Uma coleção de dados de pesquisa para melhorar suas habilidades de criação e criar itens de melhor qualidade nesta categoria.\n\n[decea3]Os níveis anteriores desta pesquisa devem ser aprendidos antes do uso![-]"
ulmDebuffEncumbered,"Sobrecarga"
ulmDebuffEncumberedDesc,"Você está carregando mais do que seu corpo e equipamentos podem suportar. Enquanto sobrecarregado, você terá mobilidade e força de salto diminuídas, quanto mais sobrecarregado você estiver, mais forte será o efeito. Muito estresse no corpo pode causar problemas a longo prazo, então tome cuidado."
ulmBuffHercules,"Hércules"
ulmBuffHerculesDesc,"Sua capacidade física de carregar foi aumentada em [decea3]200[-].\nAcumula com o efeito de [decea3]Esteróides[-]."
ulmBuffHoldHeavyWeapon,"Arma Pesada"
ulmBuffHoldHeavyWeaponDesc,"Você está segurando uma arma pesada, reduzindo seu movimento e pulando em [decea3]25%[-]"
ulmBuffHoldMovementSpeed10,"Velocidade aumentada"
ulmBuffHoldMovementSpeed10Desc,"Você está segurando uma arma, que faz você andar e correr mais rápido em [decea3]10%[-]"
ulmBuffArmorDamagedHead,"Equipamento de Cabeça danificado"
ulmBuffArmorDamagedHeadDesc,"Seu [decea3]Equipamento de Cabeça[-] está danificado."
ulmBuffArmorDamagedChest,"Armadura Peitoral danificada"
ulmBuffArmorDamagedChestDesc,"Sua [decea3]Armadura Peitoral [-] está danificada."
ulmBuffArmorDamagedHands,"Luvas danificada"
ulmBuffArmorDamagedHandsDesc,"Suas [decea3]Luvas[-] estão danificadas."
ulmBuffArmorDamagedLegs,"Armadura de Perna danificada"
ulmBuffArmorDamagedLegsDesc,"Sua [decea3]Armadura de Perna[-] está danificada."
ulmBuffArmorDamagedFeet,"Bota danificada"
ulmBuffArmorDamagedFeetDesc,"Suas [decea3]Botas[-] estão danificadas."
ulmBuffArmorBrokenHead,"Capacete danificado"
ulmBuffArmorBrokenHeadDesc,"Seu [decea3]Capacete [-] está danificado."
ulmBuffArmorBrokenChest,"Armadura danificada"
ulmBuffArmorBrokenChestDesc,"Sua [decea3]Armadura [-] está danificada."
ulmBuffArmorBrokenHands,"Luvas danificadas"
ulmBuffArmorBrokenHandsDesc,"Suas [decea3]Luvas[-] estão danificadas."
ulmBuffArmorBrokenLegs,"Perneira danificada"
ulmBuffArmorBrokenLegsDesc,"Sua [decea3]Perneira [-] está danificada."
ulmBuffArmorBrokenFeet,"Botas danificadas"
ulmBuffArmorBrokenFeetDesc,"Suas [decea3]Botas[-] estão danificadas."
attbooks,"Colecionáveis"
skillCombatPerksName,"Vantagens de Combate"
skillAgilityAthleticsName,"Vantagens de Atletismo"
skillAgilityStealthName,"Vantagens de Furtividade"
skillIntellectInfluenceName,"Vantagens de Influência"
skillIntellectCraftsmanshipName,"Vantagens de Fabricação"
ulm_AttAttributes,"Progressão"
ulm_AttAttributesDesc,"\n\n\n\n\n\n\n\n\n\n\nSelecione uma das habilidades do lado direito para ver informações mais detalhadas sobre ela"
ulm_skill_placeholder,"Habilidade indisponível"
ulmAttributes,"Talentos"
attActionSkills,"Habilidades"
ulmBooks,"Colecionáveis"
reqSkillPoints1,"1 ponto de talento"
reqSkillPoints2,"2 pontos de talento"
reqSkillPoints3,"3 pontos de talento"
actionPerkTipExp,"EXP"
actionPerkTipExpLong,"Experiência atual"
actionPerkTipExpNext,"Próximo"
actionPerkTipExpNextLong,"Experiência para subir de nível"
actionSkillDeathPenalty,"Você sofreu perda de memória, como resultado, algumas de suas\n[decea3]Habilidades de ação[-] se deterioraram em um nível"
attPerceptionName,"Percepção"
attPerceptionDesc,"Domine as habilidades de [decea3]Percepção[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Rifles de Caça[-], [decea3]Sniper Rifles[-], [decea3]Arcos[-], [decea3]Bestas[-] e [decea3]Lanças[-]"
attPerceptionDesc01,"EXP de habilidade [decea3]+10%[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attPerceptionDesc02,"EXP de habilidade [decea3]+20%[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attPerceptionDesc03,"EXP de habilidade [decea3]+30%[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attPerceptionDesc04,"EXP de habilidade [decea3]+40%[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attPerceptionDesc05,"EXP de habilidade [decea3]+50%[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attPerceptionDesc06,"EXP de habilidade [decea3]+60%[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attPerceptionDesc07,"EXP de habilidade [decea3]+70%[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attPerceptionDesc08,"EXP de habilidade [decea3]+80%[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attPerceptionDesc09,"EXP de habilidade [decea3]+90%[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attPerceptionDesc10,"EXP de habilidade [decea3]+100%[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
skillPerceptionGeneralName,"Vantagens de Percepção Geral"
skillPerceptionScavengingName,"Vantagens de Garimpagem"
perkDeadEye1,"Rifles de caça e sniper têm [decea3]5%[-] mais dano e melhor mira, e recarregam [decea3]4%[-] mais rápido"
perkDeadEye2,"Rifles de caça e sniper têm [decea3]10%[-] mais dano e melhor mira, e recarregam [decea3]8%[-] mais rápido"
perkDeadEye3,"Rifles de caça e sniper têm [decea3]15%[-] mais dano e melhor mira, e recarregam [decea3]12%[-] mais rápido. A mira consome [decea3]10%[-] menos Vigor e mortes sucessivas podem desencadear até [decea3]30%[-] dano bônus de sequência de abates"
perkDeadEye4,"Rifles de caça e sniper têm [decea3]20%[-] mais dano e melhor mira, e recarregam [decea3]16%[-] mais rápido. Mirar consome [decea3]20%[-] menos Vigor e mortes sucessivas podem desencadear até [decea3]40%[-] dano bônus de sequência de abates"
perkDeadEye5,"Rifles de caça e sniper têm [decea3]25%[-] mais dano e melhor mira, e recarregam [decea3]20%[-] mais rápido. Mirar consome [decea3]30%[-] menos Vigor e mortes sucessivas podem desencadear até [decea3]50%[-] de dano bônus de sequência de abates"
perkArchery1,"Arcos e bestas têm [decea3]5%[-] melhor dano, mira, saque e velocidade de recarga"
perkArchery2,"Arcos e bestas têm [decea3]10%[-] melhor dano, mira, saque e velocidade de recarga"
perkArchery3,"Arcos e bestas têm [decea3]15%[-] melhor dano, mira, saque e velocidade de recarga"
perkArchery4,"Arcos e bestas têm [decea3]20%[-] melhor dano, mira, saque e velocidade de recarga"
perkArchery5,"Arcos e bestas têm [decea3]25%[-] melhor dano, mira, saque e velocidade de recarga"
perkJavelinMaster1,"Lanças e dardos causam [decea3]5%[-] mais dano e arremessados ​​com [decea3]5%[-] mais força"
perkJavelinMaster2,"Lanças e dardos causam [decea3]10%[-] mais dano e arremessados ​​com [decea3]10%[-] mais força"
perkJavelinMaster3,"Lanças e dardos causam [decea3]15%[-] mais dano e arremessados ​​com [decea3]15%[-] mais força"
perkJavelinMaster4,"Lanças e dardos causam [decea3]20%[-] mais dano e arremessados ​​com [decea3]20%[-] mais força"
perkJavelinMaster5,"Lanças e dardos causam [decea3]25%[-] mais dano e arremessados ​​com [decea3]25%[-] mais força"
perkLockPicking1,"[decea3]+25[-] para Arrombamento\nGazuas e Grampos têm [decea3]20%[-] mais durabilidade."
perkLockPicking2,"[decea3]+50[-] para Arrombamento\nGazuas e Grampos têm [decea3]40%[-] mais durabilidade."
perkLockPicking3,"[decea3]+75[-] para Arrombamento\nGazuas e Grampos têm [decea3]60%[-] mais durabilidade."
perkLockPicking4,"[decea3]+100[-] para Arrombamento\nGazuas e Grampos têm [decea3]80%[-] mais durabilidade."
perkTheHuntsman1,"Ferramentas de lâmina ou armas coletam [decea3]10%[-] mais recursos de cadáveres de animais"
perkTheHuntsman2,"Ferramentas de lâmina ou armas coletam [decea3]20%[-] mais recursos de cadáveres de animais"
perkTheHuntsman3,"Ferramentas de lâmina ou armas coletam [decea3]30%[-] mais recursos de cadáveres de animais"
perkTheHuntsman4,"Ferramentas de lâmina ou armas coletam [decea3]40%[-] mais recursos de cadáveres de animais"
perkTheHuntsman5,"Ferramentas de lâmina ou armas coletam [decea3]50%[-] mais recursos de cadáveres de animais"
attActionSkillsDesc,"As Habilidades de Ação sobem de nível passivamente ao realizar várias tarefas.\n\nDiferentes tarefas aumentam de nível diferentes habilidades de ação, por exemplo, se você estiver usando uma determinada arma, realizando uma atividade física etc.\n\nSelecione qualquer uma das Habilidades de Ação para ver progresso de habilidade atual dele."
actionPerkDesc,"[decea3]Habilidades[-]: o nível aumenta sozinho ao realizar uma determinada tarefa ou encontrar e ler um livro de habilidades especiais associado à habilidade.\n\n"
actionPerkSniperRifles,"Rifles de precisão"
actionPerkSniperRifles1,"Dano, Mira, Desmembramento [decea3]+5%[-]\nDano de Tiro na Cabeça [decea3]+10%[-]\nVelocidade de Recarga [decea3]+2%[-]\n[decea3]Desbloqueia fabricação de munição de 7,92mm de ponta oca [-]"
actionPerkSniperRifles2,"Dano, Mira, Desmembramento [decea3]+10%[-]\nDano de Tiro na Cabeça [decea3]+20%[-]\nVelocidade de Recarga [decea3]+4%[-]\n[decea3]Desbloqueia fabricação de munição de 7,92mm perfurante [-]"
actionPerkSniperRifles3,"Dano, Mira, Desmembramento [decea3]+15%[-]\nDano de Tiro na Cabeça [decea3]+30%[-]\nVelocidade de Recarga [decea3]+6%[-]"
actionPerkSniperRifles4,"Dano, Mira, Desmembramento [decea3]+20%[-]\nDano de Tiro na Cabeça [decea3]+40%[-]\nVelocidade de Recarga [decea3]+8%[-]"
actionPerkSniperRifles5,"Dano, Mira, Desmembramento [decea3]+25%[-]\nDano de Tiro na Cabeça [decea3]+50%[-]\nVelocidade de Recarga [decea3]+10%[-]"
actionPerkArchery,"Arcos e Bestas"
actionPerkArchery1,"Dano, Mira, Desmembramento [decea3]+5%[-]\nDano de Tiro na Cabeça [decea3]+10%[-]\nVelocidade de Recarga e Saque [decea3]+5%[-]"
actionPerkArchery2,"Dano, Mira, Desmembramento [decea3]+10%[-]\nDano de Tiro na Cabeça [decea3]+20%[-]\nVelocidade de Recarga e Saque [decea3]+10%[-]"
actionPerkArchery3,"Dano, Mira, Desmembramento [decea3]+15%[-]\nDano de Tiro na Cabeça [decea3]+30%[-]\nVelocidade de Recarga e Saque [decea3]+15%[-]"
actionPerkArchery4,"Dano, Mira, Desmembramento [decea3]+20%[-]\nDano de Tiro na Cabeça [decea3]+40%[-]\nVelocidade de Recarga e Saque [decea3]+20%[-]"
actionPerkArchery5,"Dano, Mira, Desmembramento [decea3]+25%[-]\nDano de Tiro na Cabeça [decea3]+50%[-]\nVelocidade de Recarga e Saque [decea3]+25%[-]"
actionPerkSpears,"Lanças"
actionPerkSpears1,"Dano, Desmembramento [decea3]+5%[-]\nForça de Arremesso [decea3]+5%[-]\nDano de Tiro na Cabeça [decea3]+10%[-]"
actionPerkSpears2,"Dano, Desmembramento [decea3]+10%[-]\nForça de Arremesso [decea3]+10%[-]\nDano de Tiro na Cabeça [decea3]+20%[-]"
actionPerkSpears3,"Dano, Desmembramento [decea3]+15%[-]\nForça de Arremesso [decea3]+15%[-]\nDano de Tiro na Cabeça [decea3]+30%[-]"
actionPerkSpears4,"Dano, Desmembramento [decea3]+20%[-]\nForça de Arremesso [decea3]+20%[-]\nDano de Tiro na Cabeça [decea3]+40%[-]"
actionPerkSpears5,"Dano, Desmembramento [decea3]+25%[-]\nForça de Arremesso [decea3]+25%[-]\nDano de Tiro na Cabeça [decea3]+50%[-]"
actionPerkLockPicking,"Arrombamento de Fechaduras"
actionPerkLockpickingDesc,"Melhora sua capacidade de arrombar fechaduras, aumentando a velocidade com que você pode arrombar uma fechadura em até [decea3]50%[-]. Arrombe fechaduras para melhorar esta habilidade."
actionPerkLockPicking1,"[decea3]+20[-] para Arrombamento\nGazua e Grampos têm [decea3]20%[-] mais durabilidade"
